name,parent,material_design,mass_estimate_g,uncertainty_fraction,method,volume_mm3,center_mm,watertight,measured,material_verified_by_procurement
S288_right_knee_DIRECT_CASE_1_3_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211355260927732,0.25,Simplified fastener envelope x steel density 7.85,28.170130712455187,"[-87.22528630649734, -39.51136766832652, 51.76729759062723]",True,,False
S288_right_knee_DIRECT_CASE_1_3_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099556472399,0.25,Simplified fastener envelope x steel density 7.85,4.544075868117706,"[-87.22528613408139, -38.66096362811756, 51.84169799085646]",True,,False
S288_right_knee_DISC_-1,CTRL_right_knee,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2818210270305,"[-83.3651639296196, -63.21515428127297, 59.99667889247091]",True,False,False
S288_right_knee_DISC_1,CTRL_right_knee,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2818411944548,"[-83.36515931066123, -40.302675523662955, 62.00126057799936]",True,False,False
S288_right_knee_OUT_1_M2x5_0,CTRL_right_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113557074999257,0.35,Simplified fastener envelope x steel density 7.85,28.17013640127294,"[-86.28288526574102, -36.538856091076795, 57.9493214229842]",True,False,False
S288_right_knee_OUT_1_M2x5_1,CTRL_right_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354760920645,0.35,Simplified fastener envelope x steel density 7.85,28.170124342938152,"[-81.04420289966325, -36.508827987072145, 57.60608686284223]",True,False,False
S288_right_knee_OUT_1_M2x5_2,CTRL_right_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113549158195436,0.35,Simplified fastener envelope x steel density 7.85,28.17012631617253,"[-78.12647657993301, -36.88922512029378, 61.95403764493667]",True,False,False
S288_right_knee_OUT_1_M2x5_3,CTRL_right_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113555634786175,0.35,Simplified fastener envelope x steel density 7.85,28.170134566606595,"[-80.44743297309171, -37.29965090728126, 66.64522248037004]",True,False,False
S288_right_knee_OUT_1_M2x5_4,CTRL_right_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113549750796418,0.35,Simplified fastener envelope x steel density 7.85,28.17012707107824,"[-85.68611457487538, -37.329677504586996, 66.98845672265102]",True,False,False
S288_right_knee_OUT_1_M2x5_5,CTRL_right_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211355628719445,0.35,Simplified fastener envelope x steel density 7.85,28.170135397699937,"[-88.60384106169649, -36.94928120659655, 62.64050633464256]",True,False,False
S288_right_knee_OUT_1_WASHER_0,CTRL_right_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035671002974829134,0.35,Simplified fastener envelope x steel density 7.85,4.544076812080145,"[-86.28288474208867, -35.68845110453153, 58.02372208357041]",True,False,False
S288_right_knee_OUT_1_WASHER_1,CTRL_right_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098538574656,0.35,Simplified fastener envelope x steel density 7.85,4.544074571432684,"[-81.04420300780174, -35.65842320600271, 57.680488018794634]",True,False,False
S288_right_knee_OUT_1_WASHER_2,CTRL_right_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670990362093716,0.35,Simplified fastener envelope x steel density 7.85,4.544075205362257,"[-78.12647691574281, -36.038820040939804, 62.02843773584464]",True,False,False
S288_right_knee_OUT_1_WASHER_3,CTRL_right_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567100242533733,0.35,Simplified fastener envelope x steel density 7.85,4.544076742081188,"[-80.44743305254843, -36.44924504228736, 66.71962299089331]",True,False,False
S288_right_knee_OUT_1_WASHER_4,CTRL_right_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670984003406535,0.35,Simplified fastener envelope x steel density 7.85,4.544074395338413,"[-85.68611480357278, -36.479273170444564, 67.06285867800156]",True,False,False
S288_right_knee_OUT_1_WASHER_5,CTRL_right_knee,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670992428551346,0.35,Simplified fastener envelope x steel density 7.85,4.544075468605267,"[-88.60384171631975, -36.09887615172784, 62.71490545707945]",True,False,False
S288_tail_pitch_CASE,DCTL_Tail_Yaw,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.431015579887,"[-199.08392417242118, -0.668667716407097, 177.0]",True,False,False
S288_tail_pitch_DIRECT_CASE_-1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113560210108565,0.25,Simplified fastener envelope x steel density 7.85,28.17014039504276,"[-213.50000000000028, -14.396348015330618, 185.000000000001]",True,,False
S288_tail_pitch_DIRECT_CASE_-1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567092757697683,0.25,Simplified fastener envelope x steel density 7.85,4.544067207258195,"[-213.4999999999999, -15.25, 185.00000000000108]",True,,False
S288_tail_pitch_DIRECT_CASE_-1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113560210108538,0.25,Simplified fastener envelope x steel density 7.85,28.170140395042722,"[-213.50000000000037, -14.396348015330638, 168.9999999999995]",True,,False
S288_tail_pitch_DIRECT_CASE_-1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567092757697683,0.25,Simplified fastener envelope x steel density 7.85,4.544067207258195,"[-213.4999999999999, -15.25, 169.00000000000108]",True,,False
S288_tail_pitch_DIRECT_CASE_1_0_M2x8,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.29500128783663576,0.25,Simplified fastener envelope x steel density 7.85,37.579781890017294,"[-213.5, 13.045150705165616, 185.00000000000028]",True,,False
S288_tail_pitch_DIRECT_CASE_1_0_M2x8_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567092757697683,0.25,Simplified fastener envelope x steel density 7.85,4.544067207258195,"[-213.4999999999999, 15.25, 185.00000000000108]",True,,False
S288_tail_pitch_DIRECT_CASE_1_1_M2x8,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.29500128783663604,0.25,Simplified fastener envelope x steel density 7.85,37.57978189001733,"[-213.4999999999999, 13.045150705165604, 169.0]",True,,False
S288_tail_pitch_DIRECT_CASE_1_1_M2x8_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567092757697683,0.25,Simplified fastener envelope x steel density 7.85,4.544067207258195,"[-213.4999999999999, 15.25, 169.00000000000108]",True,,False
S288_tail_pitch_DISC_-1,DCTL_Tail_Pitch,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.28171325381845,"[-191.0, -11.5, 177.0000000000001]",True,False,False
S288_tail_pitch_DISC_1,DCTL_Tail_Pitch,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.28171325381845,"[-191.0, 11.5, 177.0000000000001]",True,False,False
S288_tail_pitch_OUT_-1_M2x5_0,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113533092162949,0.25,Simplified fastener envelope x steel density 7.85,28.170105849889108,"[-188.3750000000001, -14.896345536448198, 172.45336630729494]",True,,False
S288_tail_pitch_OUT_-1_M2x5_1,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354254980302,0.25,Simplified fastener envelope x steel density 7.85,28.170117897838242,"[-185.74999999999977, -14.896347270788716, 176.9999999999998]",True,,False
S288_tail_pitch_OUT_-1_M2x5_2,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113533092162918,0.25,Simplified fastener envelope x steel density 7.85,28.17010584988907,"[-188.3750000000001, -14.896345536448216, 181.54663369270446]",True,,False
S288_tail_pitch_OUT_-1_M2x5_3,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113533092162918,0.25,Simplified fastener envelope x steel density 7.85,28.17010584988907,"[-193.6250000000001, -14.896345536448216, 181.54663369270446]",True,,False
S288_tail_pitch_OUT_-1_M2x5_4,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113542549802992,0.25,Simplified fastener envelope x steel density 7.85,28.170117897838207,"[-196.25, -14.896347270788734, 177.00000000000003]",True,,False
S288_tail_pitch_OUT_-1_M2x5_5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113533092162949,0.25,Simplified fastener envelope x steel density 7.85,28.170105849889108,"[-193.62499999999994, -14.896345536448198, 172.45336630729494]",True,,False
S288_tail_pitch_OUT_-1_WASHER_0,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096025662031,0.25,Simplified fastener envelope x steel density 7.85,4.544071370270103,"[-188.375, -15.75, 172.4533682679826]",True,,False
S288_tail_pitch_OUT_-1_WASHER_1,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567093870505341,0.25,Simplified fastener envelope x steel density 7.85,4.544068624847569,"[-185.74999999999986, -15.75, 177.0]",True,,False
S288_tail_pitch_OUT_-1_WASHER_2,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096025662031,0.25,Simplified fastener envelope x steel density 7.85,4.544071370270103,"[-188.375, -15.75, 181.54663173201845]",True,,False
S288_tail_pitch_OUT_-1_WASHER_3,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096025662031,0.25,Simplified fastener envelope x steel density 7.85,4.544071370270103,"[-193.6249999999999, -15.75, 181.54663173201632]",True,,False
S288_tail_pitch_OUT_-1_WASHER_4,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567093870505341,0.25,Simplified fastener envelope x steel density 7.85,4.544068624847569,"[-196.25, -15.75, 177.0]",True,,False
S288_tail_pitch_OUT_-1_WASHER_5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096025662031,0.25,Simplified fastener envelope x steel density 7.85,4.544071370270103,"[-193.625, -15.75, 172.4533682679826]",True,,False
S288_tail_pitch_OUT_1_M2x5_0,DCTL_Tail_Pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113533092162918,0.35,Simplified fastener envelope x steel density 7.85,28.17010584988907,"[-188.3750000000001, 14.896345536448216, 172.45336630729568]",True,False,False
S288_tail_pitch_OUT_1_M2x5_1,DCTL_Tail_Pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113542549803047,0.35,Simplified fastener envelope x steel density 7.85,28.17011789783828,"[-185.74999999999983, 14.896347270788695, 176.99999999999937]",True,False,False
S288_tail_pitch_OUT_1_M2x5_2,DCTL_Tail_Pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113533092162949,0.35,Simplified fastener envelope x steel density 7.85,28.170105849889108,"[-188.37499999999997, 14.896345536448196, 181.54663369270332]",True,False,False
S288_tail_pitch_OUT_1_M2x5_3,DCTL_Tail_Pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113533092162949,0.35,Simplified fastener envelope x steel density 7.85,28.170105849889108,"[-193.62499999999997, 14.896345536448196, 181.54663369270332]",True,False,False
S288_tail_pitch_OUT_1_M2x5_4,DCTL_Tail_Pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113542549802992,0.35,Simplified fastener envelope x steel density 7.85,28.170117897838207,"[-196.25000000000014, 14.896347270788734, 176.99999999999986]",True,False,False
S288_tail_pitch_OUT_1_M2x5_5,DCTL_Tail_Pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113533092162918,0.35,Simplified fastener envelope x steel density 7.85,28.17010584988907,"[-193.62499999999997, 14.896345536448216, 172.45336630729568]",True,False,False
S288_tail_pitch_OUT_1_WASHER_0,DCTL_Tail_Pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096025662031,0.35,Simplified fastener envelope x steel density 7.85,4.544071370270103,"[-188.375, 15.75, 172.4533682679826]",True,False,False
S288_tail_pitch_OUT_1_WASHER_1,DCTL_Tail_Pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567093870505341,0.35,Simplified fastener envelope x steel density 7.85,4.544068624847569,"[-185.74999999999986, 15.75, 177.0]",True,False,False
S288_tail_pitch_OUT_1_WASHER_2,DCTL_Tail_Pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096025662031,0.35,Simplified fastener envelope x steel density 7.85,4.544071370270103,"[-188.375, 15.75, 181.54663173201845]",True,False,False
S288_tail_pitch_OUT_1_WASHER_3,DCTL_Tail_Pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096025662031,0.35,Simplified fastener envelope x steel density 7.85,4.544071370270103,"[-193.6249999999999, 15.75, 181.54663173201632]",True,False,False
S288_tail_pitch_OUT_1_WASHER_4,DCTL_Tail_Pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567093870505341,0.35,Simplified fastener envelope x steel density 7.85,4.544068624847569,"[-196.25, 15.75, 177.0]",True,False,False
S288_tail_pitch_OUT_1_WASHER_5,DCTL_Tail_Pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096025662031,0.35,Simplified fastener envelope x steel density 7.85,4.544071370270103,"[-193.625, 15.75, 172.4533682679826]",True,False,False
S288_tail_yaw_CASE,FRAME_trunk_base,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.430860088089,"[-183.08392411612124, 5.2686100183501846e-18, 137.78132931026462]",True,False,False
S288_tail_yaw_DIRECT_CASE_-1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211350567333157,0.25,Simplified fastener envelope x steel density 7.85,28.170070921441493,"[-197.50000000000006, -8.00000000327664, 124.05365383969026]",True,,False
S288_tail_yaw_DIRECT_CASE_-1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670967454840684,0.25,Simplified fastener envelope x steel density 7.85,4.544072287240851,"[-197.5000000000001, -7.999999968863451, 123.19999694824163]",True,,False
S288_tail_yaw_DIRECT_CASE_-1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113505673331602,0.25,Simplified fastener envelope x steel density 7.85,28.170070921441532,"[-167.49999999999986, -8.000000003276629, 127.05365383969021]",True,,False
S288_tail_yaw_DIRECT_CASE_-1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670967454840684,0.25,Simplified fastener envelope x steel density 7.85,4.544072287240851,"[-167.49999999999994, -7.999999968863451, 126.19999694824192]",True,,False
S288_tail_yaw_DIRECT_CASE_-1_2_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211350567333157,0.25,Simplified fastener envelope x steel density 7.85,28.170070921441493,"[-197.5000000000001, 8.000000003276641, 124.05365383969009]",True,,False
S288_tail_yaw_DIRECT_CASE_-1_2_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670967454840684,0.25,Simplified fastener envelope x steel density 7.85,4.544072287240851,"[-197.4999999999999, 7.999999968863452, 123.19999694824163]",True,,False
S288_tail_yaw_DIRECT_CASE_-1_3_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113505673331585,0.25,Simplified fastener envelope x steel density 7.85,28.17007092144151,"[-167.49999999999997, 8.000000003276636, 127.05365383968997]",True,,False
S288_tail_yaw_DIRECT_CASE_-1_3_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670967454840684,0.25,Simplified fastener envelope x steel density 7.85,4.544072287240851,"[-167.49999999999994, 7.999999968863452, 126.19999694824192]",True,,False
S288_tail_yaw_DISC_-1,DCTL_Tail_Yaw,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2817187480603,"[-175.00000000000006, -1.803343371049108e-16, 126.94999694824222]",True,False,False
S288_tail_yaw_DISC_1,DCTL_Tail_Yaw,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2817187480603,"[-175.00000000000006, -1.803343371049108e-16, 149.9499969482422]",True,False,False
S288_tail_yaw_OUT_1_M2x5_0,DCTL_Tail_Yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113562563963007,0.35,Simplified fastener envelope x steel density 7.85,28.170143393583448,"[-172.37500000000023, 4.546633371894924, 153.3463463200242]",True,False,False
S288_tail_yaw_OUT_1_M2x5_1,DCTL_Tail_Yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113562771298642,0.35,Simplified fastener envelope x steel density 7.85,28.170143657705278,"[-169.74999999999991, 1.050968986281314e-17, 153.3463463113003]",True,False,False
S288_tail_yaw_OUT_1_M2x5_2,DCTL_Tail_Yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113562563963024,0.35,Simplified fastener envelope x steel density 7.85,28.17014339358347,"[-172.37499999999994, -4.546633371894923, 153.34634632002408]",True,False,False
S288_tail_yaw_OUT_1_M2x5_3,DCTL_Tail_Yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113562563963024,0.35,Simplified fastener envelope x steel density 7.85,28.17014339358347,"[-177.62500000000006, -4.546633371894923, 153.34634632002408]",True,False,False
S288_tail_yaw_OUT_1_M2x5_4,DCTL_Tail_Yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113562771298625,0.35,Simplified fastener envelope x steel density 7.85,28.170143657705257,"[-180.25000000000006, 1.050968986281315e-17, 153.3463463113004]",True,False,False
S288_tail_yaw_OUT_1_M2x5_5,DCTL_Tail_Yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113562563962977,0.35,Simplified fastener envelope x steel density 7.85,28.170143393583412,"[-177.62500000000009, 4.54663337189493, 153.34634632002437]",True,False,False
S288_tail_yaw_OUT_1_WASHER_0,DCTL_Tail_Yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670968418320716,0.35,Simplified fastener envelope x steel density 7.85,4.544072409977161,"[-172.375, 4.546633406289361, 154.19999694824213]",True,False,False
S288_tail_yaw_OUT_1_WASHER_1,DCTL_Tail_Yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096756348296,0.35,Simplified fastener envelope x steel density 7.85,4.544072301080632,"[-169.74999999999991, -6.515289670082246e-17, 154.19999694824244]",True,False,False
S288_tail_yaw_OUT_1_WASHER_2,DCTL_Tail_Yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670968418320716,0.35,Simplified fastener envelope x steel density 7.85,4.544072409977161,"[-172.375, -4.54663340628936, 154.19999694824423]",True,False,False
S288_tail_yaw_OUT_1_WASHER_3,DCTL_Tail_Yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670968418320716,0.35,Simplified fastener envelope x steel density 7.85,4.544072409977161,"[-177.62500000000009, -4.54663340628936, 154.19999694824213]",True,False,False
S288_tail_yaw_OUT_1_WASHER_4,DCTL_Tail_Yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096756348296,0.35,Simplified fastener envelope x steel density 7.85,4.544072301080632,"[-180.24999999999994, -6.515289670082246e-17, 154.19999694824244]",True,False,False
S288_tail_yaw_OUT_1_WASHER_5,DCTL_Tail_Yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670968418320716,0.35,Simplified fastener envelope x steel density 7.85,4.544072409977161,"[-177.625, 4.546633406289361, 154.1999969482432]",True,False,False
"V10_PI_HEAD_(-22, -29.5)",BODY_jaw_soft,PA66 nylon fastener design assumption,0.02411193431474398,0.35,CAD volume x assumed PA66 density 1.14; preload/creep unverified,21.150819574336825,"[42.49999952316216, 28.988640119209286, 253.50000020372644]",True,False,False
"V10_PI_HEAD_(-22, -6.5)",BODY_jaw_soft,PA66 nylon fastener design assumption,0.024111933441910288,0.35,CAD volume x assumed PA66 density 1.14; preload/creep unverified,21.150818808693238,"[42.499999523164746, 28.988640119209286, 230.50000013411045]",True,False,False
"V10_PI_HEAD_(-80, -29.5)",BODY_jaw_soft,PA66 nylon fastener design assumption,0.02411192994826933,0.35,CAD volume x assumed PA66 density 1.14; preload/creep unverified,21.150815744095905,"[42.499999523163495, -29.011358211860617, 253.50000020372593]",True,False,False
"V10_PI_HEAD_(-80, -6.5)",BODY_jaw_soft,PA66 nylon fastener design assumption,0.02411192907546055,0.35,CAD volume x assumed PA66 density 1.14; preload/creep unverified,21.15081497847417,"[42.49999952316284, -29.01135821186066, 230.50000013411045]",True,False,False
"V10_PI_M25x6_(-22, -29.5)",BODY_jaw_soft,PA66 nylon fastener design assumption,0.033360524309899955,0.35,CAD volume x assumed PA66 density 1.14; preload/creep unverified,29.263617815701718,"[46.20000255107897, 28.988640119209272, 253.50000017881393]",True,False,False
"V10_PI_M25x6_(-22, -6.5)",BODY_jaw_soft,PA66 nylon fastener design assumption,0.03336051539138595,0.35,CAD volume x assumed PA66 density 1.14; preload/creep unverified,29.263609992443822,"[46.200002551079336, 28.988640119209286, 230.50000013411045]",True,False,False
"V10_PI_M25x6_(-80, -29.5)",BODY_jaw_soft,PA66 nylon fastener design assumption,0.03336047063345777,0.35,CAD volume x assumed PA66 density 1.14; preload/creep unverified,29.263570731103304,"[46.2000025510786, -29.01135821186083, 253.500000178814]",True,False,False
"V10_PI_M25x6_(-80, -6.5)",BODY_jaw_soft,PA66 nylon fastener design assumption,0.0333604617148963,0.35,CAD volume x assumed PA66 density 1.14; preload/creep unverified,29.263562907803777,"[46.20000255107914, -29.011358211860745, 230.50000013411045]",True,False,False
"V10_PI_WASHER_(-22, -29.5)",BODY_jaw_soft,Steel estimate; hardware grade not verified,0.04240213993088711,0.35,CAD volume x assumed solid density; not sliced or weighed,5.401546488011097,"[43.44999325337332, 28.988640119317026, 253.50000056267174]",True,False,False
"V10_PI_WASHER_(-22, -6.5)",BODY_jaw_soft,Steel estimate; hardware grade not verified,0.04240212808615823,0.35,CAD volume x assumed solid density; not sliced or weighed,5.401544979128437,"[43.44999325251365, 28.98864011900539, 230.50000009140336]",True,False,False
"V10_PI_WASHER_(-80, -29.5)",BODY_jaw_soft,Steel estimate; hardware grade not verified,0.042402097589548535,0.35,CAD volume x assumed solid density; not sliced or weighed,5.401541094210004,"[43.44999325387033, -29.011358211667236, 253.50000056265264]",True,False,False
"V10_PI_WASHER_(-80, -6.5)",BODY_jaw_soft,Steel estimate; hardware grade not verified,0.04240208574493317,0.35,CAD volume x assumed solid density; not sliced or weighed,5.401539585341805,"[43.449993253014355, -29.01135821197878, 230.50000009138682]",True,False,False
V10_PI_ZERO_2W_PCB,BODY_jaw_soft,FR4/copper/electronic mixed assembly,12,0.2,"Provisional complete Pi board mass, weigh required",3083.455690455072,"[44.50000357627911, -0.011359055635168147, 241.99999966271014]",True,False,False
V11_Microduck_Leg_Guard_L,BODY_upper_leg_left,PETG,8.118220533048724,0.25,Nominal CAD volume x assumed density; not sliced or weighed,6342.359791444315,"[-80.78715256756757, 71.7429120007643, 80.41003278393907]",True,False,False
V11_Microduck_Leg_Guard_R,BODY_upper_leg_right,PETG,8.11822155887325,0.25,Nominal CAD volume x assumed density; not sliced or weighed,6342.360592869726,"[-80.78716463253417, -71.74290698163584, 80.41003705120778]",True,False,False
V13_HEAD_FRONT_HEAD_-1,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.1660339473096231,0.35,CAD volume x assumed solid density; not sliced or weighed,21.150821313327786,"[58.498997241258586, -39.00000080466266, 225.27766227722216]",True,False,False
V13_HEAD_FRONT_HEAD_1,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.16603394730962287,0.35,CAD volume x assumed solid density; not sliced or weighed,21.150821313327757,"[58.49899351596832, 39.00000080466271, 225.27766227722248]",True,False,False
V13_HEAD_FRONT_SCREW_-1,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.22971924132470503,0.35,CAD volume x assumed solid density; not sliced or weighed,29.263597620981532,"[58.49899351596834, -39.00000081536885, 228.9776653051373]",True,False,False
V13_HEAD_FRONT_SCREW_1,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.22971924132470503,0.35,CAD volume x assumed solid density; not sliced or weighed,29.263597620981532,"[58.49899351596834, 39.00000079395658, 228.9776653051373]",True,False,False
V13_HEAD_FRONT_WASHER_-1,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.03688892049984669,0.35,CAD volume x assumed solid density; not sliced or weighed,4.699225541381744,"[58.49898979067816, -39.000000804662776, 226.2276709079808]",True,False,False
V13_HEAD_FRONT_WASHER_1,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.03688892049984665,0.35,CAD volume x assumed solid density; not sliced or weighed,4.699225541381739,"[58.498993515968465, 39.00000080466277, 226.22767090798106]",True,False,False
V13_HEAD_INNER_HEAD_0,BODY_jaw_soft,Steel estimate; exact self-tapping screw grade and supplier not verified,0.16603383234254587,0.35,Simplified fastener envelope x steel density 7.85,21.15080666784024,"[35.99999963351231, 6.999999831020394, 228.58125305176046]",True,False,False
V13_HEAD_INNER_HEAD_1,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.16603393553419174,0.35,CAD volume x assumed solid density; not sliced or weighed,21.150819813272832,"[-14.001006256729015, -29.999999489842683, 228.58124972624992]",True,False,False
V13_HEAD_INNER_HEAD_2,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.1660339371823488,0.35,CAD volume x assumed solid density; not sliced or weighed,21.150820023229148,"[24.998994550610195, -29.99999948716594, 228.58124972624736]",True,False,False
V13_HEAD_INNER_HEAD_3,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.16603392092383976,0.35,CAD volume x assumed solid density; not sliced or weighed,21.1508179520815,"[-10.501007549464704, 18.999999389052395, 228.58124971390302]",True,False,False
V13_HEAD_INNER_SCREW_0,BODY_jaw_soft,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22971941691365302,0.35,Simplified fastener envelope x steel density 7.85,29.263619989000386,"[35.99999956068516, 6.9999998218808965, 224.8812482979046]",True,False,False
V13_HEAD_INNER_SCREW_1,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.22971933811349368,0.35,CAD volume x assumed solid density; not sliced or weighed,29.263609950763527,"[-14.001007188195702, -30.000001077147445, 224.88124668598178]",True,False,False
V13_HEAD_INNER_SCREW_2,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.22971935389726686,0.35,CAD volume x assumed solid density; not sliced or weighed,29.26361196143527,"[24.99899268417986, -30.000001073746628, 224.8812466859818]",True,False,False
V13_HEAD_INNER_SCREW_3,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.22971935950778904,0.35,CAD volume x assumed solid density; not sliced or weighed,29.26361267615147,"[-10.50100754582357, 18.99999752568293, 224.88124668598186]",True,False,False
V13_HEAD_INNER_WASHER_0,BODY_jaw_soft,Steel estimate; exact self-tapping screw grade and supplier not verified,0.036889396192019225,0.35,Simplified fastener envelope x steel density 7.85,4.69928613911073,"[35.99999960216381, 6.999998879077503, 227.63124084379047]",True,False,False
V13_HEAD_INNER_WASHER_1,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.03688895805703727,0.35,CAD volume x assumed solid density; not sliced or weighed,4.699230325737232,"[-14.001007341450638, -29.99999990720786, 227.63124108627213]",True,False,False
V13_HEAD_INNER_WASHER_2,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.036888954193568704,0.35,CAD volume x assumed solid density; not sliced or weighed,4.6992298335756315,"[24.998994547761004, -29.99999989986547, 227.6312410827961]",True,False,False
V13_HEAD_INNER_WASHER_3,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.03688894324239567,0.35,CAD volume x assumed solid density; not sliced or weighed,4.699228438521742,"[-10.501008480651105, 18.999999389079477, 227.63124108236204]",True,False,False
V13_HEAD_REAR_CAPTIVE_NUT,BODY_jaw_soft,Steel estimate; hardware grade not verified,0.13469043642783723,0.35,CAD volume x assumed solid density; not sliced or weighed,17.158017379342322,"[-40.50100594758996, 6.01224607855644e-17, 243.84999275208014]",True,False,False
